LSOA_Code,LSOA_Name,LADcode,Local_authority_name,pop_2001,pop_2011,Median_House_Prices_2001,Median_House_Prices_2011,All_cat_qual_2001,Level_4_qualifications_and_above_2001,All_cat_qual_2011,Level_4_qualifications_and_above_2011,All_categories_NS_SeC_2001,X1_Higher_managerial_administrative_and_professional_occupations_2001,All_categories_NS_SeC_2011,X1_Higher_managerial_administrative_and_professional_occupations_2011,Median_income_2001,Median_income_2011
E01003139,Lambeth035A,E09000022,Lambeth,1571,1564,127000,259200,1144,321,1213,398,1144,100,1138,103,26330,35590
E01003140,Lambeth035B,E09000022,Lambeth,1415,1489,126000,250000,1026,290,1146,363,1029,96,1078,80,26680,36110
E01003141,Lambeth034B,E09000022,Lambeth,1512,1715,103000,263500,1143,376,1353,511,1144,134,1262,129,26420,36960
E01003142,Lambeth035C,E09000022,Lambeth,1324,1359,128000,242750,963,242,1059,276,962,93,961,75,25940,34060
E01003143,Lambeth035D,E09000022,Lambeth,1495,1434,127500,240000,1021,257,1141,308,1019,76,1018,78,24920,34080
E01003144,Lambeth034C,E09000022,Lambeth,1502,1569,192500,363000,1085,452,1260,563,1086,172,1149,196,31100,43590
E01003145,Lambeth034D,E09000022,Lambeth,1618,1699,118250,208750,1284,510,1436,593,1285,176,1357,150,27310,36770
E01003146,Lambeth035E,E09000022,Lambeth,1473,1517,130000,265000,999,256,1170,328,1000,86,1118,93,25620,34850
E01003147,Lambeth034E,E09000022,Lambeth,1539,1990,137250,249999,1231,443,1595,618,1227,167,1534,186,27280,37530
E01003148,Lambeth032E,E09000022,Lambeth,1725,1792,132500,279000,1362,617,1408,666,1365,208,1360,210,28190,39440
E01003149,Lambeth030D,E09000022,Lambeth,1549,1791,117000,185000,1249,519,1458,665,1251,195,1327,189,29240,40510
E01003150,Lambeth032F,E09000022,Lambeth,1546,1716,116000,182500,1170,425,1346,529,1180,159,1275,149,25870,36090
E01003151,Lambeth026E,E09000022,Lambeth,1573,1961,85000,193250,1095,359,1412,465,1096,111,1314,96,24370,32570
E01003152,Lambeth027E,E09000022,Lambeth,1604,1945,154000,250000,1246,554,1584,765,1245,177,1502,242,28240,39760
E01003153,Lambeth029D,E09000022,Lambeth,1579,2066,104300,192500,1342,646,1854,909,1340,227,1786,239,28520,39250
E01003154,Lambeth030E,E09000022,Lambeth,1619,1839,99950,189950,1200,427,1458,472,1199,149,1388,124,25440,34950
E01003155,Lambeth029E,E09000022,Lambeth,1551,1796,162500,315000,1223,476,1505,655,1226,155,1442,185,28390,39900
E01003156,Lambeth023B,E09000022,Lambeth,1679,1555,199500,338975,1314,628,1278,701,1314,227,1206,252,29030,43070
E01003157,Lambeth023C,E09000022,Lambeth,1498,1549,250000,600000,1180,674,1217,792,1180,283,1171,337,33000,48660
E01003158,Lambeth023D,E09000022,Lambeth,1644,1596,205000,398000,1393,845,1375,960,1393,330,1319,412,31690,48480
E01003159,Lambeth022C,E09000022,Lambeth,1562,1473,157500,332500,1120,364,1166,437,1126,108,1135,99,23650,33740
E01003160,Lambeth022D,E09000022,Lambeth,1500,1462,81500,279950,1033,243,1094,305,1034,75,1065,51,20600,31220
E01003161,Lambeth023E,E09000022,Lambeth,1467,1250,330000,450000,1150,588,1004,579,1150,272,931,230,31270,44380
E01003162,Lambeth022E,E09000022,Lambeth,1738,2126,82500,150500,1184,330,1560,367,1186,63,1496,72,22010,29960
E01003163,Lambeth023F,E09000022,Lambeth,1501,1515,215000,396000,1125,415,1244,605,1123,165,1154,192,27910,42400
E01003164,Lambeth025A,E09000022,Lambeth,1547,2120,132000,245000,1275,565,1691,797,1272,142,1645,210,28400,38570
E01003165,Lambeth025B,E09000022,Lambeth,1474,1610,190000,427750,1096,491,1264,646,1095,186,1172,238,29420,41600
E01003166,Lambeth028D,E09000022,Lambeth,1594,2290,115000,225000,1291,605,1822,902,1291,212,1771,295,28520,39930
E01003167,Lambeth028E,E09000022,Lambeth,1496,1723,176000,385000,1139,592,1336,810,1143,231,1258,276,31540,46090
E01003168,Lambeth025C,E09000022,Lambeth,1489,1584,185000,209500,1060,186,1228,326,1059,62,1159,80,24040,34400
E01003169,Lambeth025D,E09000022,Lambeth,1685,2455,140000,262500,1332,636,1958,1010,1333,212,1894,295,28960,39790
E01003170,Lambeth025E,E09000022,Lambeth,1673,1859,196250,365000,1233,661,1469,921,1232,284,1335,321,32640,45010
E01003171,Lambeth020B,E09000022,Lambeth,1498,1745,139500,239250,1262,593,1466,805,1259,190,1407,224,26040,38740
E01003172,Lambeth024B,E09000022,Lambeth,1378,1949,165000,210000,1004,293,1523,596,1004,86,1460,144,22750,32550
E01003173,Lambeth020C,E09000022,Lambeth,1473,1610,168500,318000,1220,569,1369,747,1218,196,1312,199,27770,41070
E01003174,Lambeth024C,E09000022,Lambeth,1438,2045,92500,187875,1003,269,1487,411,1002,63,1442,73,21770,29790
E01003175,Lambeth024D,E09000022,Lambeth,1380,1610,110000,339950,925,226,1190,330,922,86,1143,91,22790,31320
E01003176,Lambeth016E,E09000022,Lambeth,1601,1906,122995,132000,1151,403,1389,502,1154,107,1305,108,22780,32330
E01003177,Lambeth020D,E09000022,Lambeth,1407,1648,155725,278000,1133,569,1371,727,1131,149,1333,199,26070,39230
E01003178,Lambeth020E,E09000022,Lambeth,1445,1605,206500,332500,1192,667,1424,828,1190,224,1354,255,28260,41680
E01003179,Lambeth024E,E09000022,Lambeth,1500,1653,223750,244000,1025,258,1236,373,1022,51,1205,76,21980,30170
E01003180,Lambeth005D,E09000022,Lambeth,1365,1506,208500,387500,1114,426,1263,584,1110,157,1212,174,25910,37270
E01003181,Lambeth007A,E09000022,Lambeth,1440,1472,155500,242500,1100,351,1236,511,1102,130,1171,129,23490,34190
E01003182,Lambeth009D,E09000022,Lambeth,1485,1822,235000,221000,1162,438,1473,588,1153,140,1420,139,24370,33720
E01003183,Lambeth005E,E09000022,Lambeth,1510,1498,172500,310000,1061,281,1244,485,1062,84,1188,112,22850,34460
E01003184,Lambeth007B,E09000022,Lambeth,1465,1414,109000,193000,952,223,1009,244,957,40,979,54,20900,29610
E01003185,Lambeth007C,E09000022,Lambeth,1516,1655,152975,314000,1161,498,1405,738,1160,160,1343,236,25730,36760
E01003186,Lambeth007D,E09000022,Lambeth,1519,1948,235000,320000,1194,585,1653,920,1198,203,1622,291,26620,38470
E01003187,Lambeth007E,E09000022,Lambeth,1571,1487,227500,315000,1088,271,1249,386,1091,68,1200,84,22430,32150
E01003188,Lambeth009E,E09000022,Lambeth,1302,1341,137500,238000,948,236,1063,334,950,63,1029,73,21900,29730
E01003189,Lewisham034A,E09000023,Lewisham,1508,1670,96500,192000,1019,143,1194,240,1018,40,1101,57,21190,30610
E01003190,Lewisham034B,E09000023,Lewisham,1596,1878,93000,185000,1108,229,1336,321,1105,73,1284,66,22860,31350
E01003191,Lewisham034C,E09000023,Lewisham,1515,1494,83000,155250,1042,171,1101,240,1043,53,1044,46,22100,31280
E01003192,Lewisham034D,E09000023,Lewisham,1541,1639,93500,157500,1088,175,1237,240,1094,61,1164,48,20940,29720
E01003193,Lewisham029A,E09000023,Lewisham,1515,1568,137000,230000,1114,200,1240,332,1112,59,1138,93,22950,33440
E01003194,Lewisham029B,E09000023,Lewisham,1472,1678,112000,180000,1073,249,1312,325,1079,80,1218,84,22780,32460
E01003195,Lewisham029C,E09000023,Lewisham,1424,1547,128000,230000,1049,254,1186,379,1050,104,1099,100,25440,35530
E01003196,Lewisham029D,E09000023,Lewisham,1509,1673,108000,190000,1020,149,1220,243,1023,46,1130,68,21460,31100
E01003197,Lewisham029E,E09000023,Lewisham,1562,1628,110000,192000,1014,143,1232,277,1018,46,1156,62,21490,30910
E01003198,Lewisham009A,E09000023,Lewisham,1394,1461,227000,355000,1082,552,1185,669,1092,233,1051,269,31300,45430
E01003199,Lewisham007A,E09000023,Lewisham,1510,1728,179500,263500,1241,689,1420,858,1242,323,1358,350,32510,46150
E01003200,Lewisham009B,E09000023,Lewisham,1421,1553,240000,384000,1176,668,1327,854,1174,348,1251,367,33620,47940
E01003201,Lewisham007B,E09000023,Lewisham,1493,1664,185000,355000,1046,428,1310,561,1046,173,1224,178,29320,39890
E01003202,Lewisham009C,E09000023,Lewisham,1514,1559,139950,319000,1228,653,1339,851,1226,289,1194,325,32130,47820
E01003203,Lewisham009D,E09000023,Lewisham,1476,1769,83000,194400,1100,423,1504,716,1100,147,1424,233,26670,39100
E01003204,Lewisham007C,E09000023,Lewisham,1419,1391,137000,370000,1053,493,1109,570,1055,197,1055,218,29710,42710
E01003205,Lewisham007D,E09000023,Lewisham,1402,1332,170000,310000,954,250,988,240,955,80,937,56,24320,35250
E01003206,Lewisham007E,E09000023,Lewisham,1506,1582,160000,279500,1177,674,1276,773,1180,299,1209,288,32050,44680
E01003207,Lewisham005A,E09000023,Lewisham,1460,1399,97000,249000,1044,221,1119,352,1039,47,1069,51,22540,32650
E01003209,Lewisham005B,E09000023,Lewisham,1537,2007,90000,291500,1153,407,1672,664,1153,85,1606,116,24130,34400
E01003210,Lewisham005C,E09000023,Lewisham,1456,1746,110000,250000,1189,540,1497,770,1190,149,1460,206,26970,38340
E01003211,Lewisham008B,E09000023,Lewisham,1597,1566,127500,250000,1266,598,1325,705,1268,163,1292,228,27400,40200
E01003212,Lewisham005D,E09000023,Lewisham,1671,1976,133500,270000,1301,477,1711,793,1302,131,1619,182,26490,37440
E01003213,Lewisham008C,E09000023,Lewisham,1611,1938,134500,283000,1288,621,1643,881,1291,165,1604,235,27900,40770
E01003214,Lewisham008D,E09000023,Lewisham,1467,1772,88000,371690,1097,394,1418,591,1101,117,1376,135,25960,36140
E01003215,Lewisham005E,E09000023,Lewisham,1486,1950,85000,249950,1294,491,1687,701,1292,87,1662,119,25450,35780
E01003216,Lewisham025A,E09000023,Lewisham,1562,1875,103625,270000,1152,386,1482,521,1154,163,1390,149,28610,38250
E01003217,Lewisham022A,E09000023,Lewisham,1608,1670,126750,221750,1154,266,1263,429,1157,106,1169,109,27900,38910
E01003218,Lewisham022B,E09000023,Lewisham,1491,1498,137000,258750,1036,252,1155,411,1039,104,1092,105,28990,40100
E01003219,Lewisham025B,E09000023,Lewisham,1560,1647,139000,250000,1147,287,1317,441,1146,117,1216,105,28730,39080
E01003220,Lewisham022C,E09000023,Lewisham,1433,1554,91000,220000,1060,310,1255,449,1054,78,1159,132,27650,38530
E01003221,Lewisham025C,E09000023,Lewisham,1694,1962,110500,195000,1232,353,1529,537,1233,130,1428,148,28280,37110
E01003222,Lewisham022D,E09000023,Lewisham,1546,1632,144000,250000,1123,291,1269,403,1123,105,1181,110,28470,37450
E01003223,Lewisham025D,E09000023,Lewisham,1603,1715,178000,320000,1169,281,1371,452,1164,124,1249,142,29790,39760
E01003224,Lewisham022E,E09000023,Lewisham,1533,1661,135000,245000,1137,295,1307,447,1138,71,1249,111,27560,38580
E01003225,Lewisham015A,E09000023,Lewisham,1505,1507,138000,287000,1136,364,1223,571,1146,130,1162,160,29690,43570
E01003226,Lewisham019A,E09000023,Lewisham,1517,1742,81500,217750,1146,389,1432,677,1146,124,1365,203,28610,41350
E01003227,Lewisham019B,E09000023,Lewisham,1498,1658,123000,293000,1118,385,1358,648,1115,132,1277,204,29320,42660
E01003228,Lewisham019C,E09000023,Lewisham,1488,1512,123000,310000,1154,442,1238,682,1155,133,1168,224,28580,43880
E01003229,Lewisham019D,E09000023,Lewisham,1506,1558,113750,195000,1086,261,1249,429,1088,90,1156,106,25810,35760
E01003230,Lewisham019E,E09000023,Lewisham,1629,1933,92000,248000,1253,370,1523,598,1254,126,1458,179,26820,38600
E01003231,Lewisham015B,E09000023,Lewisham,1545,1606,117500,255000,1197,429,1286,593,1199,126,1234,160,27810,40250
E01003232,Lewisham015C,E09000023,Lewisham,1556,1719,145750,315000,1158,365,1350,574,1162,121,1283,173,29060,43050
E01003233,Lewisham015D,E09000023,Lewisham,1660,1702,127500,265000,1264,381,1360,646,1264,119,1297,147,27710,42460
E01003235,Lewisham038A,E09000023,Lewisham,1354,1279,120000,315000,967,153,1014,241,963,67,930,87,23360,33880
E01003236,Lewisham037A,E09000023,Lewisham,1459,1590,97000,179000,983,110,1149,229,981,23,1061,61,20760,31810
E01003237,Lewisham037B,E09000023,Lewisham,1494,1471,93750,188315,1021,98,1095,210,1024,45,1002,39,21250,30840
E01003238,Lewisham037C,E09000023,Lewisham,1475,1407,95500,182000,948,110,1019,191,946,47,959,45,21780,31660
E01003239,Lewisham037D,E09000023,Lewisham,1464,1428,97000,195000,989,92,1048,191,989,49,964,39,21260,31430
E01003240,Lewisham038B,E09000023,Lewisham,1538,1789,95000,184000,1057,107,1347,258,1058,43,1230,57,20850,31060
E01003241,Lewisham038C,E09000023,Lewisham,1395,1541,147000,250000,962,172,1253,315,961,67,1116,73,23490,32150
E01003243,Lewisham038D,E09000023,Lewisham,1480,1358,97500,199000,1052,123,1055,213,1049,38,936,53,21110,30580
E01003244,Lewisham001A,E09000023,Lewisham,1518,1629,81000,158000,979,229,1099,359,979,36,1075,64,19600,29670
E01003245,Lewisham001B,E09000023,Lewisham,1403,1559,134000,243250,941,210,1065,304,944,53,1044,67,19840,30780
E01003246,Lewisham002A,E09000023,Lewisham,1316,1439,95750,223750,859,185,1136,358,861,39,1088,76,19550,29820
E01003247,Lewisham001C,E09000023,Lewisham,1671,1673,108000,250000,1315,430,1499,666,1313,152,1476,191,24310,35930
E01003248,Lewisham002B,E09000023,Lewisham,1406,1622,70500,140000,979,293,1225,414,982,71,1179,105,21670,29850
E01003249,Lewisham001D,E09000023,Lewisham,1482,1928,84000,275500,1026,264,1600,635,1029,72,1551,199,22380,33690
E01003250,Lewisham001E,E09000023,Lewisham,1375,1755,146950,290000,1023,286,1427,606,1021,79,1378,165,22150,33660
E01003251,Lewisham002C,E09000023,Lewisham,1459,2003,93000,169750,982,165,1450,324,986,40,1389,65,18430,27920
E01003252,Lewisham002D,E09000023,Lewisham,1489,1557,70000,163000,979,193,1083,229,976,34,1038,33,19270,26500
E01003253,Lewisham002E,E09000023,Lewisham,1393,1438,86250,128000,1019,322,1167,382,1014,66,1109,104,21380,29530
E01003254,Lewisham021A,E09000023,Lewisham,1447,1437,175000,331500,1090,452,1177,641,1087,174,1090,210,29880,45690
E01003255,Lewisham021B,E09000023,Lewisham,1497,1886,111000,202500,1225,526,1603,904,1223,181,1569,251,28750,42070
E01003256,Lewisham028A,E09000023,Lewisham,1691,2055,98000,236000,1241,355,1673,708,1240,150,1555,181,25520,35720
E01003257,Lewisham028B,E09000023,Lewisham,1634,1678,92498,247000,1172,412,1325,564,1173,134,1152,150,25990,37630
E01003258,Lewisham028C,E09000023,Lewisham,1666,1499,93000,180000,1076,233,1068,318,1074,79,1001,65,23800,33800
E01003259,Lewisham028D,E09000023,Lewisham,1591,1615,110000,247000,1202,386,1321,633,1201,130,1257,200,26560,39900
E01003260,Lewisham021C,E09000023,Lewisham,1530,1824,144500,491248,1143,397,1318,607,1141,161,1246,193,29520,42810
E01003261,Lewisham021D,E09000023,Lewisham,1581,1495,135000,350000,1188,456,1170,535,1192,150,1115,183,28750,42940
E01003262,Lewisham021E,E09000023,Lewisham,1402,1365,103000,240000,1071,444,1062,528,1067,166,1005,171,27650,41580
E01003263,Lewisham023A,E09000023,Lewisham,1612,1675,88000,202000,1112,257,1284,377,1107,129,1138,117,25710,35590
E01003264,Lewisham031A,E09000023,Lewisham,1605,1610,97950,216500,1161,263,1298,366,1158,106,1140,97,25800,35060
E01003265,Lewisham031B,E09000023,Lewisham,1522,1531,85750,156000,1134,292,1164,312,1136,132,1118,82,25090,33070
E01003266,Lewisham031C,E09000023,Lewisham,1684,1735,96500,170000,1176,157,1346,278,1176,59,1214,53,22600,31330
E01003267,Lewisham031D,E09000023,Lewisham,1528,1568,98000,181500,1080,109,1183,225,1076,51,1092,55,23430,32410
E01003268,Lewisham023B,E09000023,Lewisham,1524,1670,114500,215000,1166,292,1371,471,1170,119,1271,125,26180,38030
E01003269,Lewisham023C,E09000023,Lewisham,1450,1554,107000,195500,1112,239,1242,400,1112,90,1168,137,25830,37430
E01003270,Lewisham023D,E09000023,Lewisham,1535,1638,89475,240000,1168,292,1336,493,1164,120,1264,157,27660,39430
E01003271,Lewisham023E,E09000023,Lewisham,1550,1667,148000,279995,1197,256,1373,465,1199,123,1265,163,28110,40880
E01003272,Lewisham014A,E09000023,Lewisham,1542,1966,98000,273000,1217,461,1647,745,1217,155,1592,202,27310,39480
E01003273,Lewisham011A,E09000023,Lewisham,1507,2000,144995,324750,1087,444,1699,743,1088,145,1634,163,28700,37270
E01003274,Lewisham014B,E09000023,Lewisham,1520,1724,102750,250000,1138,453,1377,687,1139,145,1333,179,28260,40470
E01003275,Lewisham014C,E09000023,Lewisham,1520,1727,120000,230000,1084,256,1341,398,1082,72,1196,93,25660,36310
E01003276,Lewisham014D,E09000023,Lewisham,1601,1904,140000,352000,1174,361,1442,601,1174,122,1375,191,28130,40360
E01003277,Lewisham011B,E09000023,Lewisham,1555,1714,115000,259975,1263,571,1417,732,1266,188,1376,211,28740,40850
E01003278,Lewisham011C,E09000023,Lewisham,1669,1887,91000,205000,1335,511,1601,721,1333,166,1526,186,27800,39530
E01003279,Lewisham011D,E09000023,Lewisham,1516,1593,143000,280000,1183,506,1331,648,1180,170,1257,178,29100,41570
E01003280,Lewisham016A,E09000023,Lewisham,1480,1606,136725,228250,1080,204,1242,380,1080,66,1150,107,25520,38080
E01003281,Lewisham016B,E09000023,Lewisham,1403,1534,157500,340000,1035,284,1211,486,1037,124,1115,171,28860,42620
E01003282,Lewisham013A,E09000023,Lewisham,1486,2418,108000,219995,1202,503,2046,1020,1202,180,1981,262,29130,40220
E01003283,Lewisham013B,E09000023,Lewisham,1649,2108,167000,428750,1273,615,1657,971,1276,214,1561,332,32360,45080
E01003284,Lewisham013C,E09000023,Lewisham,1523,1757,134000,225000,1196,434,1427,682,1193,149,1350,215,28510,41790
E01003285,Lewisham016C,E09000023,Lewisham,1505,1608,103000,183500,1171,454,1343,629,1172,176,1249,222,29810,42680
E01003286,Lewisham013D,E09000023,Lewisham,1506,1633,86000,240000,1072,269,1294,371,1073,93,1134,106,25250,36310
E01003287,Lewisham016D,E09000023,Lewisham,1505,1909,125000,300000,1142,518,1539,885,1140,196,1459,306,30960,44780
E01003288,Lewisham012A,E09000023,Lewisham,1396,1810,90500,201500,1052,334,1479,492,1050,95,1331,112,25040,33060
E01003290,Lewisham012C,E09000023,Lewisham,1377,1730,83500,181000,1036,271,1452,604,1037,107,1386,129,23290,33300
E01003291,Lewisham012D,E09000023,Lewisham,1478,1512,74995,250000,948,209,1161,320,947,51,1069,79,21790,30650
E01003292,Lewisham017A,E09000023,Lewisham,1500,1565,115000,250000,1205,478,1303,612,1207,159,1245,180,27670,39360
E01003293,Lewisham017B,E09000023,Lewisham,1363,1518,95000,211000,1098,390,1212,498,1095,120,1167,133,26030,36430
E01003295,Lewisham017D,E09000023,Lewisham,1458,1672,102500,250500,1137,384,1345,540,1133,120,1280,152,25640,36760
E01003296,Lewisham012E,E09000023,Lewisham,1479,2046,87500,173250,1208,464,1706,844,1206,145,1649,279,25360,35740
E01003297,Lewisham003A,E09000023,Lewisham,1478,1538,72000,144000,1205,431,1182,465,1204,136,1170,105,24270,31790
E01003298,Lewisham039A,E09000023,Lewisham,1375,1292,83000,170000,984,278,981,296,990,53,950,72,21360,31190
E01003299,Lewisham003B,E09000023,Lewisham,1509,1623,133051,275000,1055,282,1272,473,1054,71,1238,99,23220,33630
E01003300,Lewisham039B,E09000023,Lewisham,1530,1356,111750,249950,1062,243,1046,277,1059,41,1012,53,20850,31030
E01003301,Lewisham003C,E09000023,Lewisham,1486,2166,85000,184250,1117,349,1790,681,1116,105,1767,171,24680,34820
E01003302,Lewisham003D,E09000023,Lewisham,1494,1509,81500,154750,1118,310,1193,390,1122,92,1151,73,23440,31330
E01003303,Lewisham039C,E09000023,Lewisham,1509,1550,70500,249000,1193,286,1267,361,1193,52,1227,67,21620,31430
E01003304,Lewisham039D,E09000023,Lewisham,1617,1890,65500,171500,1253,413,1575,625,1252,81,1534,112,22370,30940
E01003305,Lewisham003E,E09000023,Lewisham,1669,1372,155250,265900,1163,244,1094,339,1165,60,989,78,21530,32770
E01003307,Lewisham024A,E09000023,Lewisham,1546,1521,97748,250000,1104,319,1213,481,1104,109,1125,148,27360,39230
E01003308,Lewisham024B,E09000023,Lewisham,1454,1824,104500,242500,1054,361,1423,592,1055,116,1359,193,27270,39240
E01003309,Lewisham027A,E09000023,Lewisham,1444,1510,116498,277500,1000,238,1154,370,992,52,1059,92,23830,33830
E01003310,Lewisham027B,E09000023,Lewisham,1369,1559,84000,209875,983,325,1275,518,986,79,1230,125,24970,35750
E01003311,Lewisham027C,E09000023,Lewisham,1504,1546,145000,323500,1120,335,1258,522,1120,130,1150,167,28370,39880
E01003312,Lewisham027D,E09000023,Lewisham,1532,1760,111500,246459,1173,384,1420,630,1171,144,1344,167,27940,38580
E01003313,Lewisham027E,E09000023,Lewisham,1417,1530,85000,227000,990,237,1126,389,996,72,1068,89,24570,35200
